6/10, 801, 0.1213
6/10, 901, 0.4818
6/10, 1001, 0.0407
6/10, 1101, 0.2487
6/10, 1201, 0.0528
6/10, 1301, 0.1367
6/10, 1401, 0.0752
6/10, 1501, 0.2340
6/10, 1601, 0.1243
6/10, 1701, 0.1228
6/10, 1801, 0.0517
6/10, 1901, 0.0595
6/10, 2001, 0.0823
6/10, 2101, 0.1419
6/10, 2201, 0.0930
6/10, 2301, 0.4361
6/10, 2401, 0.3732
6/10, 2501, 0.0512
6/10, 2601, 0.1977
6/10, 2701, 0.0345
6/10, 2801, 0.2234
6/10, 2901, 0.2440
6/10, 3001, 0.0571
6/10, 3101, 0.1704
6/10, 3201, 0.1133
6/10, 3301, 0.1057
7/10, 1, 0.0830
7/10, 101, 0.1176
7/10, 201, 0.0487
7/10, 301, 0.0562
7/10, 401, 0.0924
7/10, 501, 0.0810
7/10, 601, 0.3504
7/10, 701, 0.1721
7/10, 801, 0.2836
7/10, 901, 0.0449
7/10, 1001, 0.0647
7/10, 1101, 0.1525
7/10, 1201, 0.0543
7/10, 1301, 0.0158
7/10, 1401, 0.0630
7/10, 1501, 0.0393
7/10, 1601, 0.0538
7/10, 1701, 0.0738
7/10, 1801, 1.6313
7/10, 1901, 0.0384
7/10, 2001, 0.1510
7/10, 2101, 0.1089
7/10, 2201, 0.0299
7/10, 2301, 0.0822
7/10, 2401, 0.0172
7/10, 2501, 0.0366
7/10, 2601, 0.0486
7/10, 2701, 0.0994
7/10, 2801, 0.0913
7/10, 2901, 0.0490
7/10, 3001, 0.0202
7/10, 3101, 0.2123
7/10, 3201, 0.0732
7/10, 3301, 0.0086
8/10, 1, 0.0167
8/10, 101, 0.0547
8/10, 201, 0.0732
8/10, 301, 0.0141
8/10, 401, 0.0471
8/10, 501, 0.0627
8/10, 601, 1.0360
8/10, 701, 0.1279
8/10, 801, 0.0275
8/10, 901, 0.0217
8/10, 1001, 0.0370
8/10, 1101, 0.5457
8/10, 1201, 0.0099
8/10, 1301, 0.3385
8/10, 1401, 0.0784
8/10, 1501, 0.0629
8/10, 1601, 0.0532
8/10, 1701, 0.0550
8/10, 1801, 0.1935
8/10, 1901, 0.1016
8/10, 2001, 0.0437
8/10, 2101, 0.1770
8/10, 2201, 0.4110
8/10, 2301, 0.3863
8/10, 2401, 0.2094
8/10, 2501, 0.0841
8/10, 2601, 0.0918
8/10, 2701, 0.0882
8/10, 2801, 0.0704
8/10, 2901, 0.0484
8/10, 3001, 0.1765
8/10, 3101, 0.0106
8/10, 3201, 0.1039
8/10, 3301, 0.0531
9/10, 1, 0.0192
9/10, 101, 0.0010
9/10, 201, 0.7890
9/10, 301, 0.1239
9/10, 401, 0.0230
9/10, 501, 0.2991
9/10, 601, 0.0316
9/10, 701, 0.0450
9/10, 801, 0.0286
9/10, 901, 0.0332
9/10, 1001, 0.0222
9/10, 1101, 0.0161
9/10, 1201, 0.0926
9/10, 1301, 0.1452
9/10, 1401, 0.0292
9/10, 1501, 0.0506
9/10, 1601, 0.0030
9/10, 1701, 0.0026
9/10, 1801, 0.3322
9/10, 1901, 0.0820
9/10, 2001, 0.0748
9/10, 2101, 0.0057
9/10, 2201, 0.0055
9/10, 2301, 0.0978
9/10, 2401, 0.0013
9/10, 2501, 0.0015
9/10, 2601, 0.0027
9/10, 2701, 0.0698
9/10, 2801, 0.0554
9/10, 2901, 0.0679
9/10, 3001, 0.0652
9/10, 3101, 0.3048
9/10, 3201, 0.1196
9/10, 3301, 0.1156
10/10, 1, 0.1775
10/10, 101, 0.1614
10/10, 201, 0.1233
10/10, 301, 0.0008
10/10, 401, 0.0515
10/10, 501, 0.0174
10/10, 601, 0.0359
10/10, 701, 0.1241
10/10, 801, 0.0929
10/10, 901, 0.0733
10/10, 1001, 0.0172
10/10, 1101, 0.2172
10/10, 1201, 0.1359
10/10, 1301, 0.0668
10/10, 1401, 0.0330
10/10, 1501, 0.0265
10/10, 1601, 0.1096
10/10, 1701, 0.0425
10/10, 1801, 0.0005
10/10, 1901, 0.0630
10/10, 2001, 0.1015
10/10, 2101, 0.0434
10/10, 2201, 0.0327
10/10, 2301, 0.0667
10/10, 2401, 0.0043
10/10, 2501, 0.0151
10/10, 2601, 0.0004
10/10, 2701, 0.1226
10/10, 2801, 0.0000
10/10, 2901, 0.0000
10/10, 3001, 0.0056
10/10, 3101, 0.0442
10/10, 3201, 0.0563
10/10, 3301, 0.0188
Training completed in 1 hours, 12 minutes, 41 secondsAccuracy on test set: 85.65%
True stars: 96.33%
False stars: 4.77%
Missed stars: 3.67%

True galaxies: 39.58%
False galaxies: 41.85%
Missed galaxies: 60.42%

True qso: 83.01%
False qso: 21.64%
Missed qso: 16.99%
